"Geography","Year","Question Code","Question Text","Response Category","Response Variable","Gender","Value"
"Costa Rica",2020,"D.2","How many other people live with you under the same roof?  Please do not count yourself","0, I live alone","sog_w2_hh_sz_alone","combined",5.00
"Costa Rica",2020,"D.1","Do you have a spouse or long-term partner?","Yes","sog_w2_spouse_yes","male",55.00
"Costa Rica",2020,"D.1","Do you have a spouse or long-term partner?","Yes","sog_w2_spouse_yes","female",51.00
"Costa Rica",2020,"D.1","Do you have a spouse or long-term partner?","Yes","sog_w2_spouse_yes","combined",53.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have full access","sog_w2_access_hh_mny_full","male",45.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have full access","sog_w2_access_hh_mny_full","female",42.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have full access","sog_w2_access_hh_mny_full","combined",43.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have limited access","sog_w2_access_hh_mny_limited","male",38.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have limited access","sog_w2_access_hh_mny_limited","female",39.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I have limited access","sog_w2_access_hh_mny_limited","combined",38.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I do not have any access","sog_w2_access_hh_mny_none","male",17.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I do not have any access","sog_w2_access_hh_mny_none","female",19.00
"Costa Rica",2021,"A.3","What level of access to household money do you personally have? Select one","I do not have any access","sog_w2_access_hh_mny_none","combined",18.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse and I jointly","sog_w2_dcd_prchs_both","male",25.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse and I jointly","sog_w2_dcd_prchs_both","female",30.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse and I jointly","sog_w2_dcd_prchs_both","combined",27.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My father, father in law, step father","sog_w2_dcd_prchs_inlawfather","male",7.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My father, father in law, step father","sog_w2_dcd_prchs_inlawfather","female",3.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My father, father in law, step father","sog_w2_dcd_prchs_inlawfather","combined",5.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My mother, mother in law, step mother","sog_w2_dcd_prchs_inlawmother","male",11.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My mother, mother in law, step mother","sog_w2_dcd_prchs_inlawmother","female",15.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My mother, mother in law, step mother","sog_w2_dcd_prchs_inlawmother","combined",13.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision jointly with someone else in my household","sog_w2_dcd_prchs_jointelse","male",10.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision jointly with someone else in my household","sog_w2_dcd_prchs_jointelse","female",5.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision jointly with someone else in my household","sog_w2_dcd_prchs_jointelse","combined",7.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Other","sog_w2_dcd_prchs_other","male",4.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Other","sog_w2_dcd_prchs_other","female",4.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Other","sog_w2_dcd_prchs_other","combined",4.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another woman in the household","sog_w2_dcd_prchs_otherfemale","male",1.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another woman in the household","sog_w2_dcd_prchs_otherfemale","female",2.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another woman in the household","sog_w2_dcd_prchs_otherfemale","combined",1.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Someone else from outside the household","sog_w2_dcd_prchs_otherhshld","male",0.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Someone else from outside the household","sog_w2_dcd_prchs_otherhshld","female",0.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Someone else from outside the household","sog_w2_dcd_prchs_otherhshld","combined",0.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another man in the household","sog_w2_dcd_prchs_othermale","male",0.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another man in the household","sog_w2_dcd_prchs_othermale","female",1.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","Another man in the household","sog_w2_dcd_prchs_othermale","combined",0.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision","sog_w2_dcd_prchs_self","male",36.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision","sog_w2_dcd_prchs_self","female",36.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","I make the decision","sog_w2_dcd_prchs_self","combined",36.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse/Partner","sog_w2_dcd_prchs_spouse","male",5.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse/Partner","sog_w2_dcd_prchs_spouse","female",6.00
"Costa Rica",2021,"A.1","Who normally decides about large purchases in your household? Select one","My spouse/Partner","sog_w2_dcd_prchs_spouse","combined",6.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Neutral","sog_w2_hh_tsk_eq_ag_neutral","male",5.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Neutral","sog_w2_hh_tsk_eq_ag_neutral","female",4.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Neutral","sog_w2_hh_tsk_eq_ag_neutral","combined",5.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Agree/Agree","sog_w2_hh_tsk_eq_ag_strag_ag","male",88.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Agree/Agree","sog_w2_hh_tsk_eq_ag_strag_ag","female",91.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Agree/Agree","sog_w2_hh_tsk_eq_ag_strag_ag","combined",89.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Disagree/Disagree","sog_w2_hh_tsk_eq_ag_strdis_dis","male",7.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Disagree/Disagree","sog_w2_hh_tsk_eq_ag_strdis_dis","female",5.00
"Costa Rica",2021,"A.14","How much do you agree or disagree with the following statement: 'Boys and girls should share household tasks equally'? Select one","Strongly Disagree/Disagree","sog_w2_hh_tsk_eq_ag_strdis_dis","combined",6.00
"Costa Rica",2021,"A.2","Out of 10 of your neighbors, how many do you think believe that girls and boys should share household tasks equally? Please enter a whole number between 0 and 10",,"sog_w2_hh_tsk_eq_nghbr","male",5.90
"Costa Rica",2021,"A.2","Out of 10 of your neighbors, how many do you think believe that girls and boys should share household tasks equally? Please enter a whole number between 0 and 10",,"sog_w2_hh_tsk_eq_nghbr","female",5.83
"Costa Rica",2021,"A.2","Out of 10 of your neighbors, how many do you think believe that girls and boys should share household tasks equally? Please enter a whole number between 0 and 10",,"sog_w2_hh_tsk_eq_nghbr","combined",5.86
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Brother, Brother in law","sog_w2_income_earner_bro","male",4.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Brother, Brother in law","sog_w2_income_earner_bro","female",5.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Brother, Brother in law","sog_w2_income_earner_bro","combined",4.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Daughter, Step daughter","sog_w2_income_earner_dghtr","male",3.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Daughter, Step daughter","sog_w2_income_earner_dghtr","female",3.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Daughter, Step daughter","sog_w2_income_earner_dghtr","combined",3.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Father, Step father, Father in law","sog_w2_income_earner_fthr","male",17.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Father, Step father, Father in law","sog_w2_income_earner_fthr","female",14.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Father, Step father, Father in law","sog_w2_income_earner_fthr","combined",15.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Mother, Step mother, mother in law","sog_w2_income_earner_mthr","male",18.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Mother, Step mother, mother in law","sog_w2_income_earner_mthr","female",16.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Mother, Step mother, mother in law","sog_w2_income_earner_mthr","combined",17.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Other","sog_w2_income_earner_other","male",3.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Other","sog_w2_income_earner_other","female",6.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Other","sog_w2_income_earner_other","combined",4.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another man","sog_w2_income_earner_othm","male",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another man","sog_w2_income_earner_othm","female",1.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another man","sog_w2_income_earner_othm","combined",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another woman","sog_w2_income_earner_othw","male",1.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another woman","sog_w2_income_earner_othw","female",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Another woman","sog_w2_income_earner_othw","combined",1.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Self","sog_w2_income_earner_self","male",68.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Self","sog_w2_income_earner_self","female",50.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Self","sog_w2_income_earner_self","combined",58.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Sister, Sister in law","sog_w2_income_earner_sis","male",5.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Sister, Sister in law","sog_w2_income_earner_sis","female",3.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Sister, Sister in law","sog_w2_income_earner_sis","combined",4.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Son, Step son","sog_w2_income_earner_son","male",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Son, Step son","sog_w2_income_earner_son","female",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Son, Step son","sog_w2_income_earner_son","combined",2.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Spouse","sog_w2_income_earner_sps","male",20.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Spouse","sog_w2_income_earner_sps","female",40.00
"Costa Rica",2021,"A.4","Who are the main income earners in your household? (This includes earnings sent from another area/country) Select all that apply","Spouse","sog_w2_income_earner_sps","combined",31.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Neutral","sog_w2_mbl_wmn_neutral","male",10.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Neutral","sog_w2_mbl_wmn_neutral","female",10.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Neutral","sog_w2_mbl_wmn_neutral","combined",10.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Agree/Agree","sog_w2_mbl_wmn_stragree_agree","male",78.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Agree/Agree","sog_w2_mbl_wmn_stragree_agree","female",80.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Agree/Agree","sog_w2_mbl_wmn_stragree_agree","combined",79.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Disagree/Disagree","sog_w2_mbl_wmn_strdisagree_disagree","male",12.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Disagree/Disagree","sog_w2_mbl_wmn_strdisagree_disagree","female",10.00
"Costa Rica",2021,"A.16","How much do you agree or disagree with the statement: 'My community believes that it is acceptable for a woman to use a mobile phone without supervision'? Select one","Strongly Disagree/Disagree","sog_w2_mbl_wmn_strdisagree_disagree","combined",11.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Computer","sog_w2_own_comp","male",40.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Computer","sog_w2_own_comp","female",35.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Computer","sog_w2_own_comp","combined",38.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Land","sog_w2_own_land","male",12.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Land","sog_w2_own_land","female",13.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Land","sog_w2_own_land","combined",12.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","None of the above","sog_w2_own_none","male",19.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","None of the above","sog_w2_own_none","female",28.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","None of the above","sog_w2_own_none","combined",24.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Smartphone","sog_w2_own_phone","male",57.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Smartphone","sog_w2_own_phone","female",46.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","Smartphone","sog_w2_own_phone","combined",51.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","The place where you live (e.g. house, apartment, etc.)","sog_w2_own_place","male",36.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","The place where you live (e.g. house, apartment, etc.)","sog_w2_own_place","female",38.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","The place where you live (e.g. house, apartment, etc.)","sog_w2_own_place","combined",37.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","A motorized vehicle (e.g. car, motorcycle, etc.)","sog_w2_own_vehi","male",35.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","A motorized vehicle (e.g. car, motorcycle, etc.)","sog_w2_own_vehi","female",22.00
"Costa Rica",2021,"A.5","Do you currently own any of the following? Select all that apply","A motorized vehicle (e.g. car, motorcycle, etc.)","sog_w2_own_vehi","combined",28.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Neutral","sog_w2_unsafe_neutral","male",22.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Neutral","sog_w2_unsafe_neutral","female",16.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Neutral","sog_w2_unsafe_neutral","combined",19.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Agree/Agree","sog_w2_unsafe_strag_ag","male",35.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Agree/Agree","sog_w2_unsafe_strag_ag","female",43.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Agree/Agree","sog_w2_unsafe_strag_ag","combined",39.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Disagree/Disagree","sog_w2_unsafe_strdis_dis","male",43.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Disagree/Disagree","sog_w2_unsafe_strdis_dis","female",41.00
"Costa Rica",2021,"A.13","Do you agree or disagree with the statement? 'There are times when I feel uncomfortable or even unsafe in my house.'","Strongly Disagree/Disagree","sog_w2_unsafe_strdis_dis","combined",42.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children under 6 years old","sog_w2_cr_dffrt_hh_ch6","male",3.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children under 6 years old","sog_w2_cr_dffrt_hh_ch6","female",11.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children under 6 years old","sog_w2_cr_dffrt_hh_ch6","combined",7.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children of school age 6 to 18 years old","sog_w2_cr_dffrt_hh_chsch","male",7.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children of school age 6 to 18 years old","sog_w2_cr_dffrt_hh_chsch","female",9.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for children of school age 6 to 18 years old","sog_w2_cr_dffrt_hh_chsch","combined",8.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone with special needs or a disability","sog_w2_cr_dffrt_hh_disb","male",2.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone with special needs or a disability","sog_w2_cr_dffrt_hh_disb","female",2.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone with special needs or a disability","sog_w2_cr_dffrt_hh_disb","combined",2.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for elderly dependents aged over 65","sog_w2_cr_dffrt_hh_elder","male",4.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for elderly dependents aged over 65","sog_w2_cr_dffrt_hh_elder","female",7.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for elderly dependents aged over 65","sog_w2_cr_dffrt_hh_elder","combined",6.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_cr_dffrt_hh_nghfr","male",3.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_cr_dffrt_hh_nghfr","female",3.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for a neighbor or friend","sog_w2_cr_dffrt_hh_nghfr","combined",3.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_cr_dffrt_hh_no","male",78.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_cr_dffrt_hh_no","female",70.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","No","sog_w2_cr_dffrt_hh_no","combined",74.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_cr_dffrt_hh_other","male",7.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_cr_dffrt_hh_other","female",4.00
"Costa Rica",2021,"B.19","Do you provide care for a family member or friend who lives in a different household? Select all that apply","Yes, for someone else not mentioned here","sog_w2_cr_dffrt_hh_other","combined",5.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Tending to animals","sog_w2_dom_tsks_anml","male",34.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Tending to animals","sog_w2_dom_tsks_anml","female",47.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Tending to animals","sog_w2_dom_tsks_anml","combined",41.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Supporting family business","sog_w2_dom_tsks_bus","male",11.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Supporting family business","sog_w2_dom_tsks_bus","female",17.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Supporting family business","sog_w2_dom_tsks_bus","combined",14.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cleaning (e.g. washing clothes, dish washing, home cleaning)","sog_w2_dom_tsks_clean","male",69.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cleaning (e.g. washing clothes, dish washing, home cleaning)","sog_w2_dom_tsks_clean","female",85.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cleaning (e.g. washing clothes, dish washing, home cleaning)","sog_w2_dom_tsks_clean","combined",78.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Subsistence Farming","sog_w2_dom_tsks_farm","male",6.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Subsistence Farming","sog_w2_dom_tsks_farm","female",7.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Subsistence Farming","sog_w2_dom_tsks_farm","combined",7.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Household management (e.g. paying bills)","sog_w2_dom_tsks_hshld","male",45.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Household management (e.g. paying bills)","sog_w2_dom_tsks_hshld","female",49.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Household management (e.g. paying bills)","sog_w2_dom_tsks_hshld","combined",47.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cooking and serving meals","sog_w2_dom_tsks_meal","male",53.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cooking and serving meals","sog_w2_dom_tsks_meal","female",68.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Cooking and serving meals","sog_w2_dom_tsks_meal","combined",61.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","None of the above","sog_w2_dom_tsks_none","male",6.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","None of the above","sog_w2_dom_tsks_none","female",3.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","None of the above","sog_w2_dom_tsks_none","combined",4.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Other","sog_w2_dom_tsks_other","male",3.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Other","sog_w2_dom_tsks_other","female",4.00
"Costa Rica",2021,"B.17","On a typical day, are you the main caregiver of any of the following persons in your household? Select all that apply","Other","sog_w2_dom_tsks_other","combined",4.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Shopping for food for household members","sog_w2_dom_tsks_shop","male",47.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Shopping for food for household members","sog_w2_dom_tsks_shop","female",54.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Shopping for food for household members","sog_w2_dom_tsks_shop","combined",51.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Collecting water or fuel","sog_w2_dom_tsks_wtrfl","male",17.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Collecting water or fuel","sog_w2_dom_tsks_wtrfl","female",10.00
"Costa Rica",2021,"B.4","On a typical day, do you take care of any of the following domestic tasks at least half of the time? Select all that apply","Collecting water or fuel","sog_w2_dom_tsks_wtrfl","combined",13.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Business operated by a household or family member","sog_w2_employer_famb","male",11.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Business operated by a household or family member","sog_w2_employer_famb","female",13.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Business operated by a household or family member","sog_w2_employer_famb","combined",12.00
"Costa Rica",2021,"B.15","Who did you work for last week? Select all that apply","Family farm, raising family livestock or fishing","sog_w2_employer_farm","male",3.00
